0.1217,0.1242,0.0799,0.17300000000000001,0.9500000000000001,0.0239
0.031,0.034,0.0088,0.0646,0.9500000000000001,0.0146
0.040600000000000004,0.043500000000000004,0.015600000000000001,0.0767,0.9500000000000001,0.0159
0.1504,0.1527,0.1042,0.2053,0.9500000000000001,0.025900000000000003
0.0692,0.07200000000000001,0.037200000000000004,0.11180000000000001,0.9500000000000001,0.0193
0.0692,0.07200000000000001,0.037200000000000004,0.11180000000000001,0.9500000000000001,0.0193
0.11220000000000001,0.11470000000000001,0.0719,0.1621,0.9500000000000001,0.023200000000000002
0.1647,0.16690000000000002,0.11660000000000001,0.22130000000000002,0.9500000000000001,0.0268
0.136,0.1384,0.092,0.1892,0.9500000000000001,0.025
0.0453,0.0482,0.019,0.08270000000000001,0.9500000000000001,0.0166
0.,0.0044,0.,0.017400000000000002,0.9500000000000001,0.0051
0.0119,0.015600000000000001,0.,0.0378,0.9500000000000001,0.010700000000000001
0.,0.0033,0.,0.014,0.9500000000000001,0.0041
0.,0.0033,0.,0.014,0.9500000000000001,0.0041
0.0263,0.0292,0.0056,0.0582,0.9500000000000001,0.013800000000000002
0.0358,0.038700000000000005,0.0122,0.0707,0.9500000000000001,0.015300000000000001
0.,0.0077,0.,0.0264,0.9500000000000001,0.0078000000000000005
0.0263,0.0292,0.0056,0.0582,0.9500000000000001,0.013800000000000002
0.0024000000000000002,0.008400000000000001,0.,0.026500000000000003,0.9500000000000001,0.0078000000000000005
0.,0.0033,0.,0.014,0.9500000000000001,0.0041
0.0358,0.038700000000000005,0.0122,0.0707,0.9500000000000001,0.015300000000000001
0.1933,0.19540000000000002,0.14170000000000002,0.2529,0.9501000000000001,0.0285
0.0119,0.015600000000000001,0.,0.0378,0.9500000000000001,0.010700000000000001
0.0597,0.0625,0.0298,0.1003,0.9500000000000001,0.0183
0.07880000000000001,0.0814,0.044700000000000004,0.1232,0.9500000000000001,0.020300000000000002
0.2554,0.2571,0.19740000000000002,0.3201,0.9500000000000001,0.031400000000000004
0.,0.006,0.,0.0216,0.9500000000000001,0.0064
0.021500000000000002,0.0245,0.0027,0.051500000000000004,0.9500000000000001,0.0129
0.007200000000000001,0.0117,0.,0.032,0.9500000000000001,0.009300000000000001
0.0024000000000000002,0.008400000000000001,0.,0.026500000000000003,0.9500000000000001,0.0078000000000000005
0.0358,0.038700000000000005,0.0122,0.0707,0.9500000000000001,0.015300000000000001
0.0024000000000000002,0.008400000000000001,0.,0.026500000000000003,0.9500000000000001,0.0078000000000000005
0.,0.0044,0.,0.017400000000000002,0.9500000000000001,0.0051
0.,0.0044,0.,0.017400000000000002,0.9500000000000001,0.0051
0.0167,0.0199,0.0001,0.0439,0.9500000000000001,0.0119
0.,0.0033,0.,0.014,0.9500000000000001,0.0041
0.007200000000000001,0.0117,0.,0.032,0.9500000000000001,0.009300000000000001
0.10260000000000001,0.1052,0.064,0.1511,0.9500000000000001,0.0224
0.050100000000000006,0.053000000000000005,0.022600000000000002,0.0886,0.9500000000000001,0.0172
0.136,0.1384,0.092,0.1892,0.9500000000000001,0.025
0.0979,0.1004,0.0601,0.14550000000000002,0.9500000000000001,0.022000000000000002
0.050100000000000006,0.053000000000000005,0.022600000000000002,0.0886,0.9500000000000001,0.0172
0.,0.0033,0.,0.014,0.9500000000000001,0.0041
0.,0.006,0.,0.0216,0.9500000000000001,0.0064
0.,0.0033,0.,0.014,0.9500000000000001,0.0041
0.,0.006,0.,0.0216,0.9500000000000001,0.0064
0.,0.0044,0.,0.017400000000000002,0.9500000000000001,0.0051
0.,0.0033,0.,0.014,0.9500000000000001,0.0041
0.,0.0033,0.,0.014,0.9500000000000001,0.0041
0.,0.0033,0.,0.014,0.9500000000000001,0.0041
0.,0.006,0.,0.0216,0.9500000000000001,0.0064
0.0119,0.015600000000000001,0.,0.0378,0.9500000000000001,0.010700000000000001
0.,0.0044,0.,0.017400000000000002,0.9500000000000001,0.0051
0.,0.0044,0.,0.017400000000000002,0.9500000000000001,0.0051
0.,0.0044,0.,0.017400000000000002,0.9500000000000001,0.0051
0.,0.0044,0.,0.017400000000000002,0.9500000000000001,0.0051
0.,0.006,0.,0.0216,0.9500000000000001,0.0064
0.0024000000000000002,0.008400000000000001,0.,0.026500000000000003,0.9500000000000001,0.0078000000000000005
0.,0.006,0.,0.0216,0.9500000000000001,0.0064
0.,0.0033,0.,0.014,0.9500000000000001,0.0041
0.,0.006,0.,0.0216,0.9500000000000001,0.0064
0.,0.0033,0.,0.014,0.9500000000000001,0.0041
0.0024000000000000002,0.008400000000000001,0.,0.026500000000000003,0.9500000000000001,0.0078000000000000005
0.0358,0.038700000000000005,0.0122,0.0707,0.9500000000000001,0.015300000000000001
0.040600000000000004,0.043500000000000004,0.015600000000000001,0.0767,0.9500000000000001,0.0159
0.0835,0.0862,0.0485,0.1288,0.9500000000000001,0.0207
0.0597,0.0625,0.0298,0.1003,0.9500000000000001,0.0183
0.0597,0.0625,0.0298,0.1003,0.9500000000000001,0.0183
0.0119,0.015600000000000001,0.,0.0378,0.9500000000000001,0.010700000000000001
0.1695,0.17170000000000002,0.1208,0.22660000000000002,0.9500000000000001,0.027100000000000003
0.0024000000000000002,0.008400000000000001,0.,0.026500000000000003,0.9500000000000001,0.0078000000000000005
0.0167,0.0199,0.0001,0.0439,0.9500000000000001,0.0119
0.031,0.034,0.0088,0.0646,0.9500000000000001,0.0146
0.,0.0033,0.,0.014,0.9500000000000001,0.0041
0.,0.006,0.,0.0216,0.9500000000000001,0.0064
