2.90211,32.1984
2.92444,32.3911
2.94676,32.3911
2.96909,32.4874
2.99142,32.6801
3.01375,32.8728
3.03608,32.9691
3.0584,33.0655
3.08073,33.4508
3.10306,33.7398
3.12539,33.9325
3.14772,34.0289
3.17004,34.2215
3.19237,34.5105
3.2147,34.7996
3.23703,34.9922
3.25936,35.2812
3.28168,35.5703
3.30401,35.7629
3.32634,35.9556
3.34867,36.2446
3.371,36.4373
3.39333,36.63
3.41565,36.8227
3.43798,37.0153
3.46031,37.4007
3.48264,37.5934
3.50497,37.786
3.52729,38.0751
3.54962,38.1714
3.57195,38.4604
3.59428,38.6531
3.61661,38.7494
3.63893,38.8458
3.66126,39.0384
3.68359,39.1348
3.70592,39.4238
3.72825,39.6165
3.75057,39.8091
3.7729,40.0018
3.79523,40.1945
3.81756,40.4835
3.83989,40.6762
3.86221,40.8689
3.88454,41.0615
3.90687,41.3505
3.9292,41.5432
3.95153,41.7359
3.97385,41.7359
3.99618,42.0249
4.01851,42.2176
4.04084,42.4103
4.06317,42.6029
4.08549,42.7956
4.10782,43.0846
4.13015,43.181
4.15248,43.3737
4.17481,43.6627
4.19713,43.759
4.21946,43.9517
4.24179,44.1444
4.26412,44.337
4.28645,44.5297
4.30877,44.7224
4.3311,45.0114
4.35343,45.2041
4.37576,45.3968
4.39809,45.5894
4.42041,45.7821
4.44274,45.9748
4.46507,46.1675
4.4874,46.3601
4.50973,46.5528
4.53205,46.7455
4.55438,46.9382
4.57671,47.1308
4.59904,47.3235
4.62137,47.5162
4.64369,47.7089
4.66602,47.7089
4.68835,48.0942
4.71068,48.2869
4.73301,48.4796
4.75534,48.5759
4.77766,48.7686
4.79999,48.8649
4.82232,49.0576
4.84465,49.2503
4.86698,49.443
4.8893,49.6356
4.91163,49.9246
4.93396,50.021
4.95629,50.2137
4.97862,50.4063
5.00094,50.599
5.02327,50.888
5.0456,50.9844
5.06793,51.177
5.09026,51.3697
5.11258,51.5624
5.13491,51.7551
5.15724,51.9477
5.17957,52.1404
5.2019,52.3331
5.22422,52.5258
5.24655,52.7184
5.26888,52.7184
5.29121,53.0075
5.31354,53.1038
5.33586,53.2965
5.35819,53.4892
5.38052,53.6818
5.40285,53.8745
5.42518,54.0672
5.4475,54.1635
5.46983,54.3562
5.49216,54.5489
5.51449,54.7415
5.53682,54.9342
5.55914,55.0306
5.58147,55.3196
5.6038,55.4159
5.62613,55.6086
5.64846,55.8013
5.67078,55.9939
5.69311,56.0903
5.71544,56.283
5.73777,56.3793
5.7601,56.572
5.78242,56.7646
5.80475,56.9573
5.82708,57.15
5.84941,57.3427
5.87174,57.5354
5.89406,57.6317
5.91639,57.8244
5.93872,58.017
5.96105,58.2097
5.98338,58.4024
6.0057,58.4987
6.02803,58.5951
6.05036,58.6914
6.07269,58.8841
6.09502,59.0768
6.11735,59.1731
6.13967,59.4621
6.162,59.5585
6.18433,59.8475
6.20666,59.9438
6.22899,60.1365
6.25131,60.2328
6.27364,60.5218
6.29597,60.7145
6.3183,60.8108
6.34063,61.0035
6.36295,61.0999
6.38528,61.2925
6.40761,61.3889
6.42994,61.5816
6.45227,61.6779
6.47459,61.8706
6.49692,62.0632
6.51925,62.2559
6.54158,62.3523
6.56391,62.5449
6.58623,62.6413
6.60856,62.8339
6.63089,63.0266
6.65322,63.123
6.67555,63.2193
6.69787,63.412
6.7202,63.5083
6.74253,63.701
6.76486,63.8937
6.78719,63.99
6.80951,64.1827
6.83184,64.3754
6.85417,64.3754
6.8765,64.568
6.89883,64.7607
6.92115,64.9534
6.94348,65.0497
6.96581,65.2424
6.98814,65.3387
7.01047,65.5314
7.03279,65.7241
7.05512,65.9168
7.07745,65.9168
7.09978,66.1094
7.12211,66.3021
7.14443,66.3985
7.16676,66.4948
7.18909,66.6875
7.21142,66.8801
7.23375,66.9765
7.25607,67.0728
7.2784,67.2655
