0.0385,0.0408,0.0165,0.06910000000000001,0.9500000000000001,14.5869,256.6123,0.0137
0.0053,0.0088,0.,0.024300000000000002,0.9500000000000001,6.1347000000000005,294.18350000000004,0.0074
0.1135,0.11560000000000001,0.0757,0.1592,0.9500000000000001,31.1859,211.44240000000002,0.021400000000000002
0.0855,0.0879,0.0511,0.1291,0.9500000000000001,22.6016,201.1403,0.0201
0.0088,0.0095,0.0016,0.0182,0.9500000000000001,23.831,1077.0177,0.0043
0.06670000000000001,0.0688,0.038,0.1037,0.9500000000000001,21.2695,238.63410000000002,0.017
0.,0.0034000000000000002,0.,0.0146,0.9500000000000001,2.3489,253.81840000000003,0.0049
0.0106,0.012700000000000001,0.,0.028300000000000002,0.9500000000000001,9.0809,350.9879,0.008
0.003,0.0046,0.,0.012100000000000001,0.9500000000000001,13.9993,860.1404,0.0036000000000000003
0.0111,0.014700000000000001,0.,0.0361,0.9500000000000001,6.0025,212.8539,0.0105
0.0095,0.010100000000000001,0.0023,0.0188,0.9500000000000001,26.572000000000003,1166.6691,0.004200000000000001
0.,0.006900000000000001,0.,0.0235,0.9500000000000001,3.3061000000000003,203.83350000000002,0.007500000000000001
0.0432,0.055200000000000006,0.0012000000000000001,0.12860000000000002,0.9500000000000001,3.7203000000000004,47.6524,0.0356
0.12000000000000001,0.12100000000000001,0.0908,0.15330000000000002,0.9500000000000001,60.0859,389.9302,0.016
0.0151,0.0176,0.0005,0.0379,0.9500000000000001,8.3438,265.29900000000004,0.0102
0.0241,0.025900000000000003,0.0076,0.0477,0.9500000000000001,13.146500000000001,325.9669,0.0105
0.0302,0.0351,0.004,0.0747,0.9500000000000001,6.2976,121.4384,0.019
0.0053,0.0058000000000000005,0.0002,0.011600000000000001,0.9500000000000001,30.3948,1678.1924000000001,0.0031000000000000003
0.015600000000000001,0.0179,0.0011,0.038,0.9500000000000001,8.9977,283.2882,0.0099
0.0196,0.0218,0.0036000000000000003,0.0437,0.9500000000000001,10.2811,285.8976,0.0106
0.0005,0.0067,0.,0.0218,0.9500000000000001,4.063000000000001,244.08810000000003,0.006900000000000001
0.0342,0.0368,0.0119,0.0665,0.9500000000000001,11.628400000000001,220.81400000000002,0.0143
0.0043,0.0046,0.0001,0.009300000000000001,0.9500000000000001,40.1208,2378.253,0.0025
0.005,0.005200000000000001,0.0009000000000000001,0.0099,0.9500000000000001,52.347500000000004,2984.8766,0.0023
0.,0.0046,0.,0.015700000000000002,0.9500000000000001,4.526400000000001,335.4365,0.005
0.0199,0.0219,0.0041,0.0432,0.9500000000000001,10.9229,303.265,0.0103
0.0035,0.0044,0.,0.0105,0.9500000000000001,21.4753,1308.5976,0.0031000000000000003
