"AC",0.008483390913761133,0.008761935589852651,0.006321179975420678,0.01176195325218101,0.950014973085738
"AL",0.004693230144394988,0.004791848348144584,0.003705471645404455,0.006073587778197913,0.9500096651504009
"AM",0.004959641950046451,0.005067291070742268,0.003811763896532173,0.00653238721428115,0.9500352723333019
"AP",0.003106986148673827,0.003163103095841343,0.002444498009606045,0.003987482373199924,0.9500741631848348
"BA",0.008061918088232402,0.00848223788248533,0.0057114289017147,0.012180691070494234,0.9500725433339675
"CE",0.006717525769110499,0.006793143896171791,0.005517765538196709,0.008214152437110872,0.9500520259680713
"DF",0.012673484570610181,0.01566212430573825,0.006124321007808041,0.03494082064349687,0.9499751621184218
"ES",0.015842898310220486,0.01674117634949491,0.011036402329712772,0.024459022069707435,0.9500699901426106
"GO",0.007825052625509121,0.008786949336724855,0.004729685906571695,0.015502157639361816,0.9500016734351013
"MA",0.008207709436789322,0.008337446400868793,0.006050641650787294,0.010874121397209389,0.9500490620242548
"MG",0.007792698870214104,0.008433444124336498,0.0051932219612760575,0.013280819896073767,0.9500051255011642
"MS",0.003994016078052262,0.004631653047468724,0.0022383352525120396,0.008916960550567808,0.9499717333923374
"MT",0.022506396907735746,0.02523452385785902,0.013672121590329166,0.04430650881429565,0.9500029481155444
"PA",0.006602110501693214,0.006663137786021338,0.0056369493202818215,0.007807429610330997,0.9500455215749036
"PB",0.008936318637296171,0.00938440792775425,0.006369900468666309,0.013375079058622175,0.9500727197066909
"PE",0.026478810961947184,0.029004358513111245,0.01668503514609605,0.0475470591786452,0.9500135261484859
"PI",0.007765359840703722,0.008045087984899486,0.0058039642029149565,0.010867926538796584,0.9500532003312564
"PR",0.006883873134158296,0.007506204870279381,0.004481967596854309,0.012116412198576412,0.9500041650973378
"RJ",0.01159430927434326,0.011998227062883409,0.008549095368446884,0.01628405693488341,0.9500492436946266
"RN",0.008524032747333843,0.008911240173557424,0.006142232111345278,0.012509521154968135,0.9500694966212876
"RO",0.012564621258100189,0.013379423376847239,0.008510738985374787,0.02010194388375331,0.9500648701730541
"RR",0.0025920891456276767,0.0026312846687724994,0.002153847862801679,0.003180280603691965,0.9500860095699264
"RS",0.006716610125389122,0.00735374805732732,0.004331629970227881,0.012032123363642325,0.9500094685009
"SC",0.004940846678006356,0.0053065506364494384,0.0033407262890789604,0.008160286560971656,0.9500274555034269
"SE",0.015387427892428992,0.017215756420872412,0.009243285448735941,0.030062016807934445,0.9500104679131428
"SP",0.01729104706530452,0.01917095716281032,0.010500703457935415,0.0326934354861408,0.9500088096256063
"TO",0.009735146350879435,0.010613674840578773,0.006299007599772893,0.017158906495390345,0.9500023752456719
